object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,object id,period_dynasty,period_century
46-52,冬日寒冷中等待渡轮,公元14世纪初-1301~1333-元,绘画，元（1279-1368）,专辑叶;丝绸上的墨水,这座城市的空中盘旋在树叶街道和河流上。水手以全速行驶渡轮，驶向等待的客户。坐落在高山上，一座寺庙和寺庙可能是旅行者的目的地。,总体尺寸：8 3/4 x 9 7/8英寸（22.23 x 25.08厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/5242/waiting-for-the-ferry-in-the-chill-of-winter?ctx=1ffeddbe91099a73dc6a4f588a106918069ed976&idx=33,https://art.nelson-atkins.org/internal/media/dispatcher/177126/full,images/nelson-atkins/46-52.jpg,购买：威廉・罗克希尔・尼尔森信托,46-52,2026/5/3,34,未知,14世纪
50-68,玉田,公元16世纪-1549~1549-明,卷轴、绘画,手卷;纸上的墨水和颜色,在鹿枝的空景中，两个人物好奇地窥视着农作物。在道教经典中，农作物被称为神话，其中的修行者警告着永恒的死亡。鹿枝将这个道教天堂献给了一位名叫玉田的僧人，他可能是一位虔诚的道教徒。,图像：9 12 x 53 9/16英寸（24.13 x 136.05厘米）底座：12 x 167 3/4英寸（30.48 x 426.09厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/5368/the-jade-field?ctx=1ffeddbe91099a73dc6a4f588a106918069ed976&idx=34,https://art.nelson-atkins.org/internal/media/dispatcher/27586/full,images/nelson-atkins/50-68.jpg,购买：威廉・罗克希尔・尼尔森信托,50-68,2026/5/3,35,未知,未知
33-1534,郭亲王画像（1697 - 1738）,公元18世纪-1729~1729-清,卷轴、绘画,挂卷轴;丝绸上的水墨和色彩,清代三位皇帝的儿子、哥哥和叔叔郭子敬分别担任过几个帝王的职位。这幅肖像画是表现艺术和文化修养的一幅表现画。满族高级画家芒谷里描绘了郭子敬的面部特征，恢复了欧洲的阴影方法。艺术家在衣服上使用了传统的中国轮廓。王子站在典型的学者花园的岩石花园的顶端。背景中的竹子象征着高贵。在铭文中，郭子敬描述了在森林和溪流中娱乐的礼仪。传统上，中国的学者们看到这样的风景和风景，并进行自我修养。,图像：84 5/8 x 52 3/4英寸（214.96 x 133.99厘米）底座：145 x 61 1/2英寸（368.3 x 156.21厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/5534/portrait-of-prince-guo-16971738?ctx=1ffeddbe91099a73dc6a4f588a106918069ed976&idx=35,https://art.nelson-atkins.org/internal/media/dispatcher/63431/full,images/nelson-atkins/33-1534.jpg,购买：威廉・罗克希尔・尼尔森信托,33-1534,2026/5/3,36,未知,未知
59-24/30,岩石,公元17世纪~公元20世纪-1644~1911-清,绘画，清朝（1644-1911）,专辑叶;纸上的墨水,未知,总体尺寸：14 1/2 x 11 1/2英寸（36.83 x 29.21厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/5546/rocks?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=36,https://art.nelson-atkins.org/internal/media/dispatcher/34331/full,images\nelson-atkins\36.jpg,购买：威廉・罗克希尔・尼尔森信托,59-24/30,2026/5/3,37,清,未知
59-24/4,山脉研究,公元17世纪~公元20世纪-1644~1911-清,绘画，清朝（1644-1911）,专辑叶;纸上的颜色和墨水,顾健龙，清朝宫廷画家，从老大师那里学习绘画和画幅，也是他的同时代人。有些画家记录了这些方法、笔触和绘画。顾健龙在人物画和人物画方面也很有技巧，这可以在他对各种人物姿势的研究中看到。画家的素描只从个人传给个人，使所印的画作具有手工制作的资源，而不需要获得老大师的资料或绘画。,总体：14 1/2 x 11 1/2英寸（36.83 x 29.21厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/5935/studies-for-mountains?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=37,https://art.nelson-atkins.org/internal/media/dispatcher/34398/full,images\nelson-atkins\37.jpg,购买：威廉・罗克希尔・尼尔森信托,59-24/4,2026/5/3,38,清,未知
59-24/13,悬崖,公元17世纪~公元20世纪-1644~1911-清,绘画，清朝（1644-1911）,专辑叶;纸上的墨水,未知,总体尺寸：14 1/2 x 11 1/2英寸（36.83 x 29.21厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/6186/cliffs?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=38,https://art.nelson-atkins.org/internal/media/dispatcher/34322/full,images\nelson-atkins\38.jpg,购买：威廉・罗克希尔・尼尔森信托,59-24/13,2026/5/3,39,清,未知
F78-18/4,不死之岛上的朝阳,公元17世纪~公元20世纪-1644~1911-清,绘画，清朝（1644-1911）,专辑叶;水墨水彩，配有丝绸底座,李诗卓瓦是满洲官方的全部绘画作品，从他那个时代的著名文学家那里学习。他的画作延续了古典主义的绘画传统，但与此同时，他们在描绘巨石和悬崖的干笔画和描绘云沙水的壁画中展示了个人敏感性。一般来说，他对色彩的使用遵循了传统，在编辑上节约地、更多地使用了民主的强度来增强其创作目的。然而，在日出之前大胆使用了拉梅尔的画作，但在更真实地代表了自然的转变情绪中，没有被反映出来，也没有被有趣。,图像：9 1/2 x 5 3/4英寸（24.13 x 14.61厘米）底座：1/2 1/4 x 7 1/2英寸（31.12 x 19.05厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/6268/morning-sun-over-the-isle-of-the-immortals?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=39,https://art.nelson-atkins.org/internal/media/dispatcher/34680/full,images\nelson-atkins\39.jpg,购买:通过匿名捐赠者的慷慨获得,F78-18/4,2026/5/3,40,清,未知
Apr-51,米遇人风格的避暑山近雨,公元18世纪-1738~1738-清,卷轴、绘画,挂卷;水墨丝绸,"夏夏过后，雨漫过头顶。雨水点点，树叶流淌，雨水流淌，预示着远方的寒冷和司机。方世树写下了夏日的艺术意象：“云雾在无数层中移动溶解;无尽的和声，胡尔[米右任，中国东方主义者，1074-1153]经久不衰。谁能抓住这些无尽的诗歌？主人对灯的完美理解很难传达。""",图像：9 x 7英寸（22.86 x 17.78厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/6568/approaching-rain-in-the-summer-mountains-in-the-style-of-mi?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=40,https://art.nelson-atkins.org/internal/media/dispatcher/76677/full,images/nelson-atkins/51-4.jpg,购买：威廉・罗克希尔・尼尔森信托,Apr-51,2026/5/3,41,未知,未知
F79-48/10,橘子,未知,绘画，清朝（1644-1911）,相册页;纸上的墨水和颜色,"高启培从季节园艺中找到了些许灵感。在这两片白叶子中，他画了春竹和秋竹。他用手指画出了简单而醒目的画面，却用画笔写下了一首诗，描绘了一个形象。这些元素加在一起，形成了鲜明的对比。唐太奇：“只是一片橘子是太湖的颜色，远方淹没在空荡荡的秋天的椅子里。""-高其培",图像：14 1/8 x 22 9/16英寸（35.88 x 57.31厘米）底座：17 7/16 x 25 7/8英寸（44.29 x 65.72厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/6899/tangerine?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=41,https://art.nelson-atkins.org/internal/media/dispatcher/34697/full,images\nelson-atkins\41.jpg,购买:乔治·H夫人小邦廷基金,F79-48/10,2026/5/3,42,未知,未知
F79-48/7,跳鱼,公元18世纪-1712~1712-清,绘画，清朝（1644-1911）,纸上的墨水和颜色,未知,图像：14 1/8 x 22 9/16英寸（35.88 x 57.31厘米）底座：17 7/16 x 25 7/8英寸（44.29 x 65.72厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/6946/leaping-fish?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=42,https://art.nelson-atkins.org/internal/media/dispatcher/34694/full,images\nelson-atkins\42.jpg,购买:乔治·H夫人小邦廷基金,F79-48/7,2026/5/3,43,未知,未知
80-33/1,松树（宋）,公元17世纪-1664~1664-清,绘画，清朝（1644-1911）,墨水在纸上,洪仁是那些受不以为然的影响的人，他的原明王朝是“野蛮人”满洲人。安徽省涉县的阿萨马人，他研究了古典主义并在国家支持的审查制度中实现了这一目标。这通常会有种族主义者作为帝国的官员民族主义。明大辜负了所有希望。被迫前往福建省，明廷的残余和民族主义者在那里避难。就在那里，在武义，那是佛教的誓言，信号是从佛的行为中恢复的。弘仁师是和尚的名字;它包含敏感、广阔的善良。宏仁萨特的发展主要响应于两件事：第一，黄山附近的几何学、岩石地质构造，非常陡峭，有来自远方的游客;其次，还有其他许多画家都分享的东西，继续重现北歌的纪念性（960-1127）通过新的风格主义手段创作绘画，今天我们在“个人主义”的领导下发现，这些手段将产生强烈的图形效果和民主色彩时代的大师。这本书代表了弘仁文体学曲目的全面发展，就在几天后意外死亡之前。没有诗意的铭文，只有一个叶子上写着一个词，表明了一个清晰的文学元素：悬崖、池塘等。在没有纪念碑或令人信服的坚固性的情况下，他已经能够将他的词汇变成最少的干燥，巴勒斯坦人产生了裂痕，堆积了岩石山，更实质，更空虚，未画的纸比形式的模型没有分层和纹理线条。自然贫瘠。松树从悬崖上生长。空间矛盾要仔细探索舞蹈并赋予了艺术效果的中心舞台，既具有令人惊叹的视觉刺激。这位名叫Cliffisan的极端例子。总而言之，他呈现的是遥远且脱离实体的航空世界--但还不可信。,图像：9 3/4 x 6 3/4英寸（24.77 x 17.15厘米）底座：13 x 8 5/8英寸（33.02 x 21.92厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/6963/pine-song?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=43,https://art.nelson-atkins.org/internal/media/dispatcher/34633/full,images\nelson-atkins\43.jpg,乔治·H·夫人的礼物小邦廷,80-33/1,2026/5/3,44,未知,未知
1986/3/9,杨红秀《晴天霹雳、彩虹渐逝、夕阳红》,公元17世纪-1621~1624-明,绘画，明代（1368-1644）,相册页;纸上的墨水和颜色,未知,图像：22 1/8 x 13 7/8英寸（56.2 x 35.24厘米）纸张：24 3/4 x 16英寸（62.87 x 40.64厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7058/landscape-after-a-song-by-yang-hongxiu-the-clearing-sky-th?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=44,https://art.nelson-atkins.org/internal/media/dispatcher/29417/full,images\nelson-atkins\44.jpg,购买:通过霍尔家族基金会的慷慨和其他信托财产的交换获得,1986/3/9,2026/5/3,45,未知,未知
33-649,许多鹿,公元14世纪~公元20世纪-1368~1911-明,卷轴、绘画,手卷;纸上的墨水和颜色,一只斑点鹿，在中国文学和文学中常见的动物，漫游在这片青翠的风景中。在中文中，“鹿”听起来像是官员军衔和薪水的词，所以“多鹿”一词意味着繁荣。鹿也象征着长寿，因为它们经常与道教同行或永生。,总体：10 x 121 3/4英寸（25.4 x 309.25厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7159/many-deer?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=45,https://art.nelson-atkins.org/internal/media/dispatcher/133156/full,images/nelson-atkins/33-649.jpg,购买：威廉・罗克希尔・尼尔森信托,33-649,2026/5/3,46,明,未知
53-62,清池,公元15世纪末~公元16世纪初-1468~1533-明,卷轴、绘画,挂卷轴;丝绸上有墨水和淡淡的色彩,未知,总体尺寸：14 1/8 x 24 7/8英寸（35.88 x 63.18厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7174/the-clear-pool-paitantu?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=46,https://art.nelson-atkins.org/internal/media/dispatcher/27675/full,images/nelson-atkins/53-62.jpg,购买：威廉・罗克希尔・尼尔森信托,53-62,2026/5/3,47,未知,15世纪
1986/3/1,鲁洪“十景”后的风景,公元17世纪-1621~1624-明,绘画，明代（1368-1644）,相册页;纸上的墨水和颜色,董其昌是明朝最具影响力的艺术家之一（1368-1644年）。他不仅是位画家，还是一场新批评运动的领导者，这一运动强调书法与绘画的历史价值，为艺术发展开辟了新的道路。在他的作品中，董对其所借鉴的风格持谨慎而尊重的态度。实际上，董其昌彻底改变了传统艺术模式，他的创作方式既富有逻辑性，又充满创意与力量。这些作品表明，董其昌具有极高的原创性以及令人惊叹的现代智慧。,图像：22 1/8 x 1/4 1/4英寸（56.2 x 36.2厘米）纸张：24 3/4 x 16英寸（62.87 x 40.64厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7335/landscape-after-lu-hongs-ten-views-of-athatched-hut?ctx=2810ebe13ca0e939a99361fcc32d280150254833&idx=47,https://art.nelson-atkins.org/internal/media/dispatcher/116082/full,images\nelson-atkins\47.jpg,购买:通过霍尔家族基金会的慷慨和其他信托财产的交换获得,1986/3/1,2026/5/3,48,未知,未知
59-24/14,山瀑布与村庄,公元17世纪~公元20世纪-1644~1911-清,绘画，清朝（1644-1911）,专辑叶;纸上的墨水,未知,总体尺寸：14 1/2 x 11 1/2英寸（36.83 x 29.21厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7340/mountain-waterfall-with-village?ctx=94947d2dd3818b47b818fb1e191a6f3c2bf7547c&idx=48,https://art.nelson-atkins.org/internal/media/dispatcher/34323/full,images\nelson-atkins\48.jpg,购买：威廉・罗克希尔・尼尔森信托,59-24/14,2026/5/3,49,清,未知
F78-18/3,秋山中的孤独寺,公元17世纪~公元20世纪-1644~1911-清,绘画，清朝（1644-1911）,专辑叶;水墨水彩，配有丝绸底座,未知,图像：9 1/2 × 5 3/4英寸（24.13 × 14.61厘米）安装：1/2 1/4 × 7 1/2英寸（31.12 × 19.05厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7527/lonely-temple-in-the-autumn-mountains?ctx=94947d2dd3818b47b818fb1e191a6f3c2bf7547c&idx=49,https://art.nelson-atkins.org/internal/media/dispatcher/34679/full,images\nelson-atkins\49.jpg,购买:通过匿名捐赠者的慷慨获得,F78-18/3,2026/5/3,50,清,未知
Aug-72,九匹马,公元14世纪-1324~1324-元,卷轴、绘画,手卷;丝绸上的墨水和色彩,这些马夫们为游行而喂养和梳理九匹种马。帝国宫廷珍藏着马匹和皇室权力的象征，从中亚进口了强壮的战马在战斗中服役。任仁法的手工细致的作品为后来的追随者绘制了这幅详细的画作，这是重要的模型，例如下面复制的《喂马》。,图像：1/2 1/2 x 103英寸（31.75 x 261.62厘米）底座：1/2 3/4 x 215 1/2英寸（32.39 x 547.37厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7638/nine-horses?ctx=94947d2dd3818b47b818fb1e191a6f3c2bf7547c&idx=50,https://art.nelson-atkins.org/internal/media/dispatcher/37042/full,images/nelson-atkins/72-8.jpg,购买：威廉・罗克希尔・尼尔森信托,Aug-72,2026/5/3,51,未知,未知
35-151,蜿蜒山路上的推车,公元17世纪-1694~1694-清,卷轴、绘画,挂卷轴;丝绸上的水墨和色彩,年秋未嘉[1694]，我根据郭鹤洋的《旅行车图》的想法画了下来，以欣赏元江当年的老绅士。袁江表示旅行者在山间旅行，参考老绅士Yu ' scareerasagover。在楼下左边，两辆牛车停在山上，蜿蜒的小路上。前面的牛车载着一个女人和她的孩子。在经济困境之后，我们在女人的腰带里活动，也许是老先生余，坐在里面。路上的风吹出了当地的村庄，他们前往山上，其中开放的城门迎接总督。袁江浩任命玉玉使用了广阔的土地和绿色的景观，标志着这个美丽的国家在玉的良好治理之下。,无镜框：71 1 1/4 x 36 3/4英寸（180.98 x 93.35厘米）镜框：77 x 42 1/2英寸（195.58 x 107.95厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7784/carts-on-a-winding-mountain-road?ctx=94947d2dd3818b47b818fb1e191a6f3c2bf7547c&idx=51,https://art.nelson-atkins.org/internal/media/dispatcher/27568/full,images/nelson-atkins/35-151.jpg,购买：威廉・罗克希尔・尼尔森信托,35-151,2026/5/3,52,未知,未知
59-24/45,五女一男的人物研究,公元17世纪~公元20世纪-1644~1911-清,绘画，清朝（1644-1911）,专辑叶、颜色和纸上的墨水,顾健龙，清朝宫廷画家，从老大师那里学习绘画和画幅，也是他的同时代人。有些画家记录了这些方法、笔触和绘画。顾健龙在人物画和人物画方面也很有技巧，这可以在他对各种人物姿势的研究中看到。画家的素描只从个人传给个人，使所印的画作具有手工制作的资源，而不需要获得老大师的资料或绘画。,总体尺寸：14 1/2 x 11 1/2英寸（36.83 x 29.21厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7857/figure-studies-of-five-women-and-one-man?ctx=94947d2dd3818b47b818fb1e191a6f3c2bf7547c&idx=52,https://art.nelson-atkins.org/internal/media/dispatcher/37031/full,images\nelson-atkins\52.jpg,购买：威廉・罗克希尔・尼尔森信托,59-24/45,2026/5/3,53,清,未知
